Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
1566, 2514, 111
2472, 2515, 113
948, 2444, 115
3705, 2584, 117
3341, 2514, 119
2261, 2654, 121
3928, 2584, 123
1826, 2654, 125
2429, 2654, 127
3348, 2724, 129
2312, 2654, 131
746, 2723, 133
3086, 2793, 135
2316, 2724, 137
3701, 2794, 139
912, 2794, 141
1750, 2794, 143
755, 2584, 120
1664, 2793, 147
715, 2864, 149
3948, 2863, 151
1468, 2933, 153
806, 2864, 155
1343, 3073, 157
3106, 3004, 159
2013, 3003, 161
326, 3283, 163
1510, 3143, 165
544, 3003, 167
2728, 3073, 169
1394, 3073, 171
2978, 3143, 173
1520, 3073, 175
417, 3213, 177
882, 3212, 179
1650, 3212, 181
705, 3282, 183
1678, 3283, 185
1052, 3282, 187
1563, 3352, 189
841, 3143, 191
2077, 3353, 193
1982, 3422, 195
2082, 3422, 197
240, 3353, 199

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
199, 99, 3422,0, 2399


BST Search
Item, Running Time, Numer of comparisons
2450, 2095, 1
1127, 1746, 3
2709, 1676, 2
2949, 1676, 3
586, 1816, 5
2155, 1746, 5
1341, 1746, 5
1144, 1746, 6
1444, 1676, 6
3258, 1746, 6
3861, 1746, 6
2339, 1606, 8
1843, 1746, 7
3405, 1746, 7
481, 1746, 6
3652, 1746, 6
1104, 1746, 5
1970, 1746, 7
2383, 1746, 9
2499, 1746, 4
1328, 1746, 7
1837, 1816, 9
1471, 1746, 9
3442, 1816, 8
59, 1746, 5
3200, 1676, 8
1036, 1746, 8
271, 1746, 7
3018, 1816, 8
1102, 1676, 6
3255, 2235, 9
3567, 2444, 7
2845, 1816, 7
375, 1746, 7
3462, 1885, 9
3272, 2305, 9
3881, 1886, 9
3284, 2026, 11
2187, 1885, 9
2852, 1816, 8
526, 1956, 8
3409, 1816, 9
1965, 1886, 9
1655, 1886, 11
3676, 1816, 7
1322, 1886, 9
2744, 1886, 8
124, 1816, 7
2857, 1746, 7
2807, 1816, 9
1136, 1816, 7
2996, 1816, 10
3380, 1746, 9
1014, 1886, 9
226, 1746, 9
1566, 1816, 12
2472, 1746, 4
948, 1746, 10
3705, 1746, 7
3341, 1886, 12
2261, 1746, 11
3928, 1815, 10
1826, 1746, 11
2429, 1816, 10
3348, 1885, 12
2312, 1886, 10
746, 1746, 9
3086, 1816, 12
2316, 1815, 11
3701, 1816, 8
912, 1815, 11
1750, 1816, 12
755, 1746, 9
1664, 1885, 13
715, 1816, 10
3948, 1886, 11
1468, 1746, 10
806, 1885, 12
1343, 1746, 9
3106, 2025, 13
2013, 2026, 10
326, 2095, 9
1510, 1886, 13
544, 1885, 9
2728, 1816, 9
1394, 1746, 10
2978, 1886, 11
1520, 1956, 14
417, 1746, 10
882, 2025, 13
1650, 3143, 13
705, 1886, 11
1678, 1886, 14
1052, 1885, 9
1563, 1956, 15
841, 1886, 14
2077, 1815, 10
1982, 1816, 8
2082, 1885, 11
240, 1885, 11

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
15, 8, 3143,0, 1845


AVL Search
Item, Running Time, Numer of comparisons
2450, 2026, 3
1127, 1816, 2
2709, 1885, 5
2949, 1816, 2
586, 1816, 3
2155, 1747, 4
1341, 1816, 4
1144, 1746, 6
1444, 1746, 5
3258, 1816, 4
3861, 1816, 5
2339, 2095, 5
1843, 1886, 6
3405, 1816, 5
481, 1885, 5
3652, 1885, 5
1104, 1816, 6
1970, 1815, 6
2383, 1816, 7
2499, 1746, 6
1328, 1816, 6
1837, 1746, 5
1471, 1816, 6
3442, 1885, 6
59, 1886, 6
3200, 1886, 6
1036, 1816, 7
271, 1746, 6
3018, 1816, 6
1102, 1816, 7
3255, 1816, 7
3567, 1816, 6
2845, 1886, 5
375, 1816, 6
3462, 2724, 7
3272, 2095, 7
3881, 1816, 6
3284, 1816, 8
2187, 1956, 7
2852, 1886, 7
526, 1886, 6
3409, 1885, 7
1965, 1886, 8
1655, 1816, 5
3676, 1885, 6
1322, 1816, 7
2744, 1606, 4
124, 1607, 7
2857, 1886, 8
2807, 1816, 6
1136, 1816, 7
2996, 1885, 8
3380, 1816, 8
1014, 1816, 6
226, 1816, 7
1566, 1816, 6
2472, 1886, 8
948, 1816, 7
3705, 1816, 7
3341, 1746, 9
2261, 1955, 9
3928, 1815, 8
1826, 1746, 6
2429, 1885, 8
3348, 1816, 9
2312, 1816, 8
746, 1886, 7
3086, 1816, 8
2316, 1816, 9
3701, 2025, 8
912, 1746, 6
1750, 1885, 6
755, 1746, 8
1664, 1815, 7
715, 1886, 8
3948, 1816, 9
1468, 1746, 7
806, 1886, 8
1343, 1886, 8
3106, 1885, 9
2013, 3003, 8
326, 1956, 9
1510, 1606, 7
544, 1886, 8
2728, 1885, 7
1394, 1956, 8
2978, 1816, 9
1520, 1816, 8
417, 1885, 9
882, 1886, 9
1650, 1886, 7
705, 2863, 9
1678, 1955, 8
1052, 1886, 8
1563, 1816, 9
841, 1746, 10
2077, 1886, 8
1982, 1746, 7
2082, 1816, 9
240, 1816, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
10, 6, 3003,0, 1869
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
15, 1467, 1
43, 1466, 4
75, 1397, 7
102, 1466, 10
133, 1467, 13
162, 1466, 16
189, 1676, 19
220, 1537, 22
263, 1536, 25
308, 1676, 28
356, 1676, 31
379, 1676, 34
407, 1677, 37
440, 1746, 40
457, 1816, 43
471, 1816, 46
501, 1885, 49
540, 1886, 52
567, 1816, 55
598, 2025, 58
636, 2025, 61
676, 2026, 64
716, 2095, 67
748, 2096, 70
790, 2095, 73
824, 2095, 76
843, 2096, 79
881, 2235, 82
910, 2235, 85
931, 2235, 88
963, 2096, 91
988, 2095, 94
1030, 2444, 97
1041, 2514, 100
1077, 2444, 103
1102, 2445, 106
1143, 2444, 109
1192, 2515, 112
1231, 2584, 115
1250, 2514, 118
1290, 2584, 121
1327, 2584, 124
1362, 2654, 127
1392, 2654, 130
1416, 2724, 133
1467, 2793, 136
1489, 2794, 139
1519, 2794, 142
1557, 2863, 145
1583, 2863, 148
1628, 2863, 151
1668, 2933, 154
1693, 3003, 157
1714, 3003, 160
1764, 3073, 163
1779, 3073, 166
1801, 3003, 169
1819, 3143, 172
1853, 3213, 175
1890, 3282, 178
1917, 3143, 181
1942, 3283, 184
1972, 3212, 187
2018, 3353, 190
2061, 3352, 193
2096, 3422, 196
2129, 3283, 199
2149, 3492, 202
2181, 3423, 205
2200, 3632, 208
2238, 3702, 211
2260, 3422, 214
2303, 3562, 217
2336, 3702, 220
2361, 3701, 223
2393, 3702, 226
2411, 3701, 229
2439, 3772, 232
2485, 3841, 235
2518, 3911, 238
2529, 3981, 241
2576, 3771, 244
2614, 3841, 247
2634, 3911, 250
2671, 3912, 253
2694, 4121, 256
2728, 4051, 259
2757, 4051, 262
2782, 4120, 265
2812, 4121, 268
2846, 4121, 271
2887, 4191, 274
2919, 4191, 277
2960, 4260, 280
2987, 4330, 283
3002, 4121, 286
3047, 4260, 289
3070, 5028, 292
3083, 4330, 295
3118, 4400, 298

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
298, 149, 5028,0, 2901


Binary Search
Item, Running Time, Numer of comparisons
15, 3003, 8
43, 2305, 6
75, 2654, 8
102, 2514, 8
133, 2305, 6
162, 2654, 8
189, 2584, 8
220, 2235, 6
263, 2515, 8
308, 2514, 8
356, 2723, 9
379, 2444, 7
407, 1885, 3
440, 2514, 8
457, 2445, 7
471, 2095, 5
501, 2584, 8
540, 2584, 8
567, 2723, 9
598, 2374, 7
636, 2584, 8
676, 2724, 9
716, 2375, 7
748, 2235, 6
790, 2585, 8
824, 2514, 8
843, 2235, 6
881, 2585, 8
910, 2584, 8
931, 2305, 6
963, 2654, 8
988, 2584, 8
1030, 2235, 6
1041, 2584, 8
1077, 2584, 8
1102, 2794, 9
1143, 2444, 7
1192, 1885, 3
1231, 2584, 8
1250, 2444, 7
1290, 2235, 5
1327, 2584, 8
1362, 2584, 8
1392, 2723, 9
1416, 2445, 7
1467, 2584, 8
1489, 2724, 9
1519, 2515, 7
1557, 2375, 6
1583, 2514, 8
1628, 2514, 8
1668, 2305, 6
1693, 2584, 8
1714, 2654, 8
1764, 2235, 6
1779, 2514, 8
1801, 2584, 8
1819, 2304, 6
1853, 2584, 8
1890, 2584, 8
1917, 2654, 9
1942, 2514, 7
1972, 1885, 3
2018, 2584, 8
2061, 3212, 7
2096, 2165, 5
2129, 2724, 8
2149, 2654, 8
2181, 2724, 9
2200, 2514, 7
2238, 2654, 8
2260, 2793, 9
2303, 2514, 7
2336, 2305, 6
2361, 2584, 8
2393, 2515, 8
2411, 2235, 6
2439, 2584, 8
2485, 2584, 8
2518, 2724, 9
2529, 2375, 7
2576, 2026, 4
2614, 2584, 8
2634, 2445, 7
2671, 2165, 5
2694, 2654, 8
2728, 2654, 8
2757, 2654, 9
2782, 2444, 7
2812, 2653, 8
2846, 2724, 9
2887, 2444, 7
2919, 2304, 6
2960, 2584, 8
2987, 2584, 8
3002, 2235, 6
3047, 2584, 8
3070, 2654, 8
3083, 2724, 9
3118, 2375, 7

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
9, 7, 3212,0, 2503


BST Search
Item, Running Time, Numer of comparisons
15, 2095, 1
43, 1886, 4
75, 1606, 7
102, 1677, 10
133, 1606, 13
162, 1677, 16
189, 1816, 19
220, 1746, 22
263, 1815, 25
308, 1816, 28
356, 1816, 31
379, 1885, 34
407, 1816, 37
440, 1956, 40
457, 1885, 43
471, 1885, 46
501, 2095, 49
540, 2025, 52
567, 2025, 55
598, 2095, 58
636, 2165, 61
676, 2165, 64
716, 2095, 67
748, 2234, 70
790, 2235, 73
824, 2235, 76
843, 2095, 79
881, 2026, 82
910, 2026, 85
931, 2375, 88
963, 2374, 91
988, 2374, 94
1030, 2445, 97
1041, 2444, 100
1077, 2514, 103
1102, 2514, 106
1143, 2514, 109
1192, 2584, 112
1231, 2585, 115
1250, 2654, 118
1290, 2654, 121
1327, 2724, 124
1362, 2724, 127
1392, 2794, 130
1416, 2724, 133
1467, 2864, 136
1489, 2794, 139
1519, 2864, 142
1557, 2863, 145
1583, 3073, 148
1628, 3003, 151
1668, 2933, 154
1693, 2934, 157
1714, 3073, 160
1764, 3143, 163
1779, 3143, 166
1801, 3702, 169
1819, 3353, 172
1853, 3213, 175
1890, 3282, 178
1917, 3352, 181
1942, 3352, 184
1972, 3422, 187
2018, 3353, 190
2061, 3422, 193
2096, 3562, 196
2129, 3562, 199
2149, 3562, 202
2181, 3492, 205
2200, 3562, 208
2238, 3702, 211
2260, 3631, 214
2303, 4051, 217
2336, 3702, 220
2361, 3771, 223
2393, 3771, 226
2411, 3841, 229
2439, 3772, 232
2485, 3841, 235
2518, 3911, 238
2529, 3912, 241
2576, 3911, 244
2614, 3912, 247
2634, 3981, 250
2671, 3911, 253
2694, 4051, 256
2728, 4051, 259
2757, 4051, 262
2782, 4051, 265
2812, 4050, 268
2846, 3841, 271
2887, 4191, 274
2919, 4330, 277
2960, 4260, 280
2987, 4261, 283
3002, 4261, 286
3047, 4470, 289
3070, 5448, 292
3083, 4400, 295
3118, 4540, 298

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
298, 149, 5448,0, 3002


AVL Search
Item, Running Time, Numer of comparisons
15, 2095, 7
43, 1536, 5
75, 1677, 7
102, 1606, 6
133, 1677, 7
162, 1607, 3
189, 1677, 7
220, 1607, 6
263, 1607, 7
308, 1606, 5
356, 1606, 7
379, 1676, 6
407, 1606, 7
440, 1606, 4
457, 1606, 7
471, 1607, 6
501, 1607, 7
540, 1677, 5
567, 1607, 7
598, 1607, 6
636, 1746, 7
676, 1607, 1
716, 1676, 8
748, 1676, 7
790, 1676, 8
824, 1606, 6
843, 1676, 8
881, 1607, 7
910, 1677, 8
931, 1607, 5
963, 1676, 8
988, 1607, 7
1030, 1746, 8
1041, 1606, 6
1077, 1676, 8
1102, 1606, 7
1143, 1677, 8
1192, 1607, 4
1231, 1607, 8
1250, 1677, 7
1290, 1676, 8
1327, 1607, 6
1362, 1607, 8
1392, 1677, 8
1416, 1607, 9
1467, 1607, 6
1489, 1607, 9
1519, 1607, 8
1557, 2235, 9
1583, 1676, 7
1628, 1676, 9
1668, 1676, 8
1693, 2096, 9
1714, 1606, 4
1764, 1746, 9
1779, 1606, 8
1801, 1676, 9
1819, 1676, 7
1853, 1746, 9
1890, 1606, 8
1917, 1676, 9
1942, 1676, 6
1972, 1607, 9
2018, 1677, 8
2061, 1677, 9
2096, 1676, 7
2129, 1676, 9
2149, 1606, 8
2181, 1607, 9
2200, 1536, 5
2238, 1746, 9
2260, 1606, 8
2303, 1676, 9
2336, 1606, 7
2361, 1606, 9
2393, 1676, 8
2411, 1676, 9
2439, 1606, 6
2485, 1676, 9
2518, 1606, 8
2529, 1746, 10
2576, 1606, 8
2614, 1676, 10
2634, 1676, 9
2671, 1746, 10
2694, 1607, 6
2728, 1676, 11
2757, 1607, 10
2782, 1676, 11
2812, 1676, 9
2846, 1676, 11
2887, 1676, 10
2919, 1676, 11
2960, 1606, 8
2987, 1746, 12
3002, 1677, 11
3047, 1606, 12
3070, 1606, 10
3083, 1746, 13
3118, 1676, 13

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
13, 7, 2235,0, 1662


Interpolation Search
Item, Running Time, Numer of comparisons
15, 1746, 1
43, 2305, 2
75, 2235, 2
102, 2165, 2
133, 2095, 2
162, 2026, 2
189, 2793, 3
220, 2793, 3
263, 2165, 2
308, 2165, 2
356, 2165, 3
379, 2165, 3
407, 2165, 3
440, 2165, 3
457, 2165, 2
471, 2794, 3
501, 2724, 3
540, 2096, 2
567, 2793, 3
598, 2863, 3
636, 2095, 2
676, 2095, 2
716, 2095, 2
748, 2095, 3
790, 2095, 3
824, 2933, 3
843, 2933, 3
881, 2933, 3
910, 2933, 3
931, 2933, 2
963, 2933, 2
988, 2165, 2
1030, 2165, 2
1041, 2095, 2
1077, 2166, 2
1102, 2724, 3
1143, 2095, 2
1192, 2095, 3
1231, 2095, 3
1250, 2095, 3
1290, 2095, 3
1327, 2864, 3
1362, 2864, 3
1392, 2864, 3
1416, 2864, 3
1467, 2864, 4
1489, 2864, 3
1519, 2864, 3
1557, 2864, 3
1583, 2864, 3
1628, 2933, 3
1668, 2933, 3
1693, 2933, 4
1714, 2863, 3
1764, 2863, 4
1779, 2863, 4
1801, 2933, 3
1819, 2933, 3
1853, 2933, 3
1890, 2933, 3
1917, 2933, 3
1942, 2933, 3
1972, 2933, 3
2018, 2863, 3
2061, 2864, 3
2096, 2863, 3
2129, 2863, 4
2149, 2863, 3
2181, 2863, 3
2200, 2863, 3
2238, 2863, 3
2260, 2863, 3
2303, 2863, 3
2336, 2863, 3
2361, 2863, 3
2393, 2863, 3
2411, 2863, 2
2439, 2863, 2
2485, 2863, 3
2518, 2863, 3
2529, 2863, 2
2576, 2863, 3
2614, 2863, 3
2634, 2863, 3
2671, 2863, 3
2694, 2863, 2
2728, 2863, 3
2757, 2863, 3
2782, 2863, 2
2812, 2863, 2
2846, 2863, 2
2887, 2863, 3
2919, 2863, 3
2960, 2863, 3
2987, 2863, 3
3002, 2863, 2
3047, 2863, 3
3070, 2863, 2
3083, 2165, 2
3118, 2095, 2

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
4, 2, 2933,0, 2646
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
4036, 1466, 1
1179, 1397, 4
5544, 1466, 7
2965, 1397, 10
3356, 1467, 13
4746, 1467, 16
1479, 1606, 19
1183, 1536, 22
4087, 1467, 25
3127, 1676, 28
3238, 1606, 31
1155, 1676, 34
1372, 1816, 37
2447, 1746, 40
2663, 1746, 43
1298, 1746, 46
5015, 1816, 49
956, 1816, 52
4269, 1886, 55
4244, 1956, 58
5839, 1956, 61
3065, 2025, 64
164, 2025, 67
5774, 2025, 70
5058, 2096, 73
400, 2096, 76
2911, 2165, 79
2358, 2235, 82
143, 2235, 85
70, 2235, 88
2083, 2305, 91
2209, 2305, 94
4162, 2305, 97
625, 2305, 100
3471, 2514, 103
5634, 2514, 106
944, 2445, 109
2734, 2445, 112
1057, 2514, 115
2464, 2584, 118
3582, 2723, 121
2922, 2654, 124
2880, 2584, 127
3032, 2654, 130
2209, 2305, 94
2762, 2653, 136
2594, 2794, 139
5621, 2793, 142
220, 2794, 141
4824, 2934, 148
3532, 2933, 151
5182, 2863, 154
323, 2933, 157
4571, 3003, 160
42, 3003, 163
1170, 3073, 166
4494, 3143, 169
1982, 3143, 172
5732, 3143, 175
1548, 3212, 178
413, 3213, 181
4808, 3283, 184
2174, 3282, 187
1487, 3353, 190
2197, 3352, 193
2464, 2654, 118
433, 3493, 199
112, 3492, 202
4058, 3492, 205
3293, 3562, 208
2804, 3492, 211
3157, 3562, 214
829, 3562, 217
3327, 3701, 220
5638, 3632, 223
5641, 3702, 226
4570, 3702, 229
4549, 3772, 232
5435, 3842, 235
3921, 3841, 238
2182, 3841, 241
5953, 3981, 244
3346, 3911, 247
4404, 3911, 250
1193, 4051, 253
2920, 4051, 256
4439, 4051, 259
2950, 3771, 262
4396, 4121, 265
3541, 4120, 268
3809, 4121, 271
412, 5518, 274
83, 11385, 277
5601, 4330, 280
1054, 4400, 283
651, 11454, 286
3916, 4540, 289
644, 4400, 292
4174, 4470, 295
3951, 4470, 298

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
298, 148, 11454,0, 3043


BST Search
Item, Running Time, Numer of comparisons
4036, 1886, 1
1179, 1537, 2
5544, 1606, 5
2965, 1606, 5
3356, 1606, 6
4746, 1536, 6
1479, 1606, 4
1183, 1537, 5
4087, 1536, 3
3127, 1606, 6
3238, 1606, 7
1155, 1606, 5
1372, 1536, 7
2447, 1606, 9
2663, 1606, 10
1298, 1536, 8
5015, 1606, 8
956, 1536, 6
4269, 1536, 7
4244, 1536, 6
5839, 1676, 6
3065, 1536, 8
164, 1606, 8
5774, 1537, 7
5058, 1607, 10
400, 1607, 9
2911, 1467, 8
2358, 1606, 11
143, 1607, 8
70, 1536, 6
2083, 1676, 11
2209, 1606, 11
4162, 1536, 5
625, 1606, 8
3471, 1606, 10
5634, 1607, 8
944, 1607, 7
2734, 1676, 12
1057, 1606, 9
2464, 1606, 13
3582, 1606, 11
2922, 1607, 9
2880, 1676, 10
3032, 2794, 8
2209, 1816, 11
2762, 1816, 13
2594, 1676, 12
5621, 1746, 7
220, 1746, 9
4824, 1885, 15
3532, 1676, 11
5182, 1606, 8
323, 1885, 10
4571, 1746, 7
42, 1746, 8
1170, 1676, 6
4494, 1607, 8
1982, 1676, 13
5732, 2234, 9
1548, 2025, 5
413, 1676, 11
4808, 2584, 16
2174, 1746, 14
1487, 1607, 6
2197, 1816, 12
2464, 17531, 13
433, 1956, 12
112, 1815, 9
4058, 1676, 6
3293, 2514, 9
2804, 1677, 12
3157, 1676, 10
829, 1746, 9
3327, 1606, 10
5638, 1886, 11
5641, 1746, 12
4570, 1676, 8
4549, 1606, 7
5435, 1746, 12
3921, 1746, 13
2182, 1746, 14
5953, 1606, 9
3346, 1677, 11
4404, 1816, 11
1193, 2026, 7
2920, 1676, 10
4439, 1606, 11
2950, 1606, 10
4396, 1676, 12
3541, 1676, 14
3809, 1677, 13
412, 1676, 12
83, 1676, 11
5601, 1607, 7
1054, 1676, 11
651, 1676, 12
3916, 1746, 14
644, 1677, 13
4174, 1746, 9
3951, 1676, 13

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
16, 9, 17531,0, 1859


AVL Search
Item, Running Time, Numer of comparisons
4036, 1816, 2
1179, 1606, 2
5544, 1536, 4
2965, 1607, 1
3356, 1536, 3
4746, 1746, 8
1479, 1677, 7
1183, 1607, 7
4087, 1676, 6
3127, 1607, 4
3238, 1677, 6
1155, 1677, 7
1372, 1606, 5
2447, 1537, 4
2663, 1606, 5
1298, 1606, 7
5015, 1607, 5
956, 1676, 8
4269, 1606, 7
4244, 1676, 7
5839, 1606, 6
3065, 1606, 5
164, 1676, 8
5774, 1606, 7
5058, 1607, 7
400, 1607, 5
2911, 1677, 7
2358, 1606, 7
143, 1606, 8
70, 1676, 7
2083, 1676, 7
2209, 1676, 7
4162, 1676, 7
625, 1606, 7
3471, 1606, 5
5634, 1606, 6
944, 1676, 8
2734, 1607, 7
1057, 1676, 7
2464, 1607, 7
3582, 1677, 8
2922, 1676, 8
2880, 1676, 8
3032, 1746, 7
2209, 1676, 7
2762, 1676, 9
2594, 1677, 8
5621, 1606, 9
220, 1746, 7
4824, 1746, 9
3532, 1676, 7
5182, 1746, 10
323, 1606, 7
4571, 1676, 8
42, 1676, 8
1170, 1676, 8
4494, 1677, 8
1982, 1677, 9
5732, 1607, 5
1548, 1677, 8
413, 1676, 7
4808, 1676, 8
2174, 1676, 8
1487, 1606, 6
2197, 1606, 8
2464, 1746, 7
433, 1676, 8
112, 1606, 7
4058, 1676, 9
3293, 1676, 7
2804, 1676, 10
3157, 2235, 9
829, 1815, 8
3327, 1606, 8
5638, 1676, 7
5641, 1746, 9
4570, 1676, 9
4549, 1676, 10
5435, 1746, 10
3921, 1747, 8
2182, 1746, 10
5953, 1677, 10
3346, 1676, 9
4404, 1746, 8
1193, 1676, 8
2920, 1677, 9
4439, 1746, 11
2950, 1676, 9
4396, 1676, 9
3541, 1746, 10
3809, 1676, 9
412, 1746, 8
83, 1676, 9
5601, 1676, 9
1054, 1746, 10
651, 1746, 9
3916, 1676, 9
644, 1676, 10
4174, 1676, 9
3951, 1676, 8

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
11, 7, 2235,0, 1672
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
11, 1466, 1
68, 1397, 5
93, 1466, 9
139, 1467, 13
190, 1607, 17
248, 1537, 21
283, 1607, 25
334, 1677, 29
365, 1607, 33
411, 1746, 37
457, 1746, 41
487, 2025, 45
518, 1886, 49
540, 2444, 53
570, 1886, 57
592, 1956, 61
604, 2025, 65
645, 2095, 69
684, 2095, 73
746, 2165, 77
800, 2095, 81
833, 2166, 85
864, 2305, 89
900, 2375, 93
937, 2374, 97
997, 2514, 101
1034, 2375, 105
1097, 2515, 109
1146, 2584, 113
1201, 3282, 117
1225, 2585, 121
1269, 2654, 125
1316, 2654, 129
1373, 2793, 133
1414, 2724, 137
1457, 2864, 141
1502, 2863, 145
1538, 2654, 149
1582, 3003, 153
1613, 3073, 157
1653, 3004, 161
1700, 3073, 165
1736, 3073, 169
1784, 3143, 173
1829, 3143, 177
1862, 3283, 181
1896, 3283, 185
1926, 3352, 189
1950, 3353, 193
1986, 3352, 197
2030, 3422, 201
2063, 3492, 205
2115, 3561, 209
2164, 3702, 213
2201, 4609, 217
2228, 3632, 221
2284, 3771, 225
2325, 3702, 229
2364, 3702, 233
2379, 3841, 237
2417, 3911, 241
2472, 3841, 245
2528, 3981, 249
2582, 3981, 253
2624, 4051, 257
2673, 3981, 261
2721, 4050, 265
2759, 4121, 269
2799, 4190, 273
2837, 4261, 277
2868, 4330, 281
2901, 4260, 285
2951, 4330, 289
2986, 4400, 293
3019, 4470, 297
3061, 4470, 301
3130, 5447, 305
3168, 4539, 309
3221, 4609, 313
3255, 4680, 317
3291, 4750, 321
3324, 4749, 325
3375, 4819, 329
3407, 4819, 333
3440, 4958, 337
3490, 4889, 341
3540, 4959, 345
3581, 5029, 349
3617, 5028, 353
3651, 5169, 357
3702, 5168, 361
3746, 5168, 365
3769, 5168, 369
3817, 5308, 373
3860, 5308, 377
3890, 5378, 381
3909, 5308, 385
3951, 5517, 389
3991, 5518, 393
4040, 5517, 397

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
397, 199, 5518,0, 3462


Binary Search
Item, Running Time, Numer of comparisons
11, 11943, 8
68, 1467, 9
93, 1467, 7
139, 1466, 8
190, 1537, 9
248, 1396, 7
283, 1397, 4
334, 1536, 8
365, 1607, 9
411, 1396, 5
457, 1467, 8
487, 1466, 9
518, 1397, 9
540, 1467, 7
570, 1466, 8
592, 1467, 9
604, 1396, 7
645, 1467, 8
684, 1467, 8
746, 1537, 9
800, 1397, 6
833, 1467, 8
864, 1466, 9
900, 1467, 6
937, 1467, 9
997, 1536, 8
1034, 1537, 9
1097, 1397, 7
1146, 1467, 8
1201, 1466, 9
1225, 1397, 7
1269, 1327, 4
1316, 1466, 8
1373, 1467, 9
1414, 1396, 5
1457, 1466, 8
1502, 1467, 9
1538, 1466, 9
1582, 1467, 7
1613, 1466, 8
1653, 1048, 9
1700, 1397, 7
1736, 1466, 8
1784, 1467, 8
1829, 1536, 9
1862, 1397, 6
1896, 1466, 8
1926, 1467, 9
1950, 1396, 6
1986, 1536, 9
2030, 1537, 8
2063, 1537, 9
2115, 1047, 7
2164, 1467, 8
2201, 1467, 9
2228, 1466, 7
2284, 1397, 4
2325, 1467, 8
2364, 1466, 9
2379, 1397, 5
2417, 1537, 8
2472, 1466, 9
2528, 1117, 9
2582, 1118, 7
2624, 1047, 8
2673, 1118, 9
2721, 1537, 7
2759, 1466, 8
2799, 1467, 8
2837, 1467, 9
2868, 1396, 6
2901, 1397, 8
2951, 1467, 9
2986, 1466, 6
3019, 1467, 9
3061, 1536, 8
3130, 1537, 9
3168, 1466, 7
3221, 1467, 8
3255, 1467, 9
3291, 1397, 7
3324, 1397, 4
3375, 1537, 8
3407, 1536, 9
3440, 1397, 5
3490, 1537, 8
3540, 1536, 9
3581, 1467, 9
3617, 1466, 7
3651, 1466, 8
3702, 1467, 9
3746, 1466, 7
3769, 1397, 8
3817, 1467, 8
3860, 1537, 9
3890, 1397, 6
3909, 1466, 9
3951, 1467, 8
3991, 1536, 9
4040, 1467, 7

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
